11599	0.08030787291915192361
16325	0.08034990673957841112
22713	0.08039296250015209866
29313	0.08041380651384860689
36822	0.08043064549723141776
45478	0.08043938582848800256
54828	0.08044592764534447271
64857	0.08045887613650584691
76149	0.08046310995139703548
89265	0.08046852500985578194
102274	0.08047168621965604396
115894	0.08047918223222953749
130120	0.08048117719006002424
145728	0.08048379655194103088
162387	0.08048580048342676707
180562	0.08048903803253917855
198757	0.08048772266177742218
218225	0.08049127309027739874
238102	0.08049254284511629665
258595	0.08049363702563891443
280313	0.08049492276281521030
303303	0.08049552180324738571
327282	0.08049660748874505611
353616	0.08049741808358815143
379249	0.08049775275070789049
405659	0.08049924631506519268
432613	0.08049990791266473100
460845	0.08050069042709018241
489493	0.08050151452856238454
518998	0.08050170252628542633
549711	0.08050196809541045051
581694	0.08050326816974888444
614482	0.08050352336493800387
648071	0.08050366359888444512
683773	0.08050440215330052773
719664	0.08050457348571093963
755308	0.08050488012463107024
792526	0.08050505838302653150
831048	0.08050530317768156419
869792	0.08050586901486954383
909070	0.08050611299276067001
949713	0.08050623177646343276
990784	0.08050619869195337064
1032974	0.08050655497176931186
1075722	0.08050678442011419134
