11253	0.34034426241362858434
15882	0.34037442708539084046
21787	0.34039281527751902301
28362	0.34040487307261624306
35864	0.34041331100852140201
44305	0.34041958397184535201
53281	0.34042382231221618438
63099	0.34042715559144104409
74525	0.34042979887833391128
86422	0.34043184078238558632
99443	0.34043353316798313779
112614	0.34043487524188431603
127390	0.34043603609375372443
142769	0.34043700167429885584
158800	0.34043779169924542893
175703	0.34043847426059725692
193667	0.34043907166596859559
212287	0.34043957575302646879
232028	0.34044002199993544933
252628	0.34044042375104377474
273893	0.34044076056015543097
296942	0.34044106987385552854
319995	0.34044133676823001844
344412	0.34044158586110451203
370204	0.34044180963640469084
395845	0.34044201037273796873
422083	0.34044218506374607225
449387	0.34044234964646036268
478021	0.34044249604805115750
507082	0.34044262628253602054
537466	0.34044275010703567430
568479	0.34044286439135418298
600561	0.34044297058064232342
633198	0.34044306600859680634
666406	0.34044315355248150334
701094	0.34044323771629708686
737101	0.34044331667469662772
773667	0.34044338851386685141
810910	0.34044345401763981274
848790	0.34044351465599553830
888091	0.34044357282729414971
927216	0.34044362578146292186
967930	0.34044367652382789835
1009341	0.34044372445314324827
1051963	0.34044376875286219697
